Processor Name,Major Revision,Minor Revision,Category,Rare,Summary,Products Affected,Erratum Description,Configurations Affected,Conditions,Implications,Workaround
Cortex A-9,r3,p0,B,0,Faulty MMU translations following ASID switch,"Cortex-A9, Cortex-A9 MPCore","A microTLB entry might be corrupted following an ASID switch, possibly corrupting subsequent MMU translations. The erratum requires execution of an explicit memory access, which might be speculative. This memory access misses in the TLB and cause a translation table walk. The erratum occurs when the translation table walk starts before the ASID switch code sequence, but completes after the ASID switch code sequence. In this case, a new entry is allocated in the microTLB for the TLB entry for this translation table walk, but corresponding to the old ASID. Because the microTLB does not record the ASID value, the new MMU translation, which should happen with the new ASID following the ASID switch, might hit this stale microTLB entry and become corrupted. Note that there is no Trustzone Security risk because the Security state of the access is held in the microTLB, and cannot be corrupted. ",-,-,The erratum might cause MMU translation corruptions.,"The workaround for this erratum is to add a DSB in the ASID switch code sequence. The ARM architecture only mandates ISB before and after the ASID switch. Adding a DSB before the ASID switch ensures that the page table walk completes before the ASID change, so that no stale entry can be allocated in the microTLB. Modify the examples in the ARM Architecture Reference Manual for synchronizing the change in the ASID and TTBR as follows: 1. The sequence: Change ASID to 0 ISB Change Translation Table Base Register ISB Change ASID to new value Becomes: DSB Change ASID to 0 ISB Change Translation Table Base Register ISB DSB Change ASID to new value 2. The sequence: Change Translation Table Base Register to the global-only mappings ISB Change ASID to new value ISB Change Translation Table Base Register to new value Becomes: Change Translation Table Base Register to the global-only mappings ISB DSB Change ASID to new value ISB Change Translation Table Base Register to new value 3. And the sequence: Set TTBCR.PD0 = 1 ISB Change ASID to new value Change Translation Table Base Register to new value ISB Set TTBCR.PD0 = 0 Becomes: Set TTBCR.PD0 = 1 ISB DSB Change ASID to new value Change Translation Table Base Register to new value ISB Set TTBCR.PD0 = 0 "
Cortex A-9,r3,p0,B,0,Data or unified cache line maintenance by MVA fails on Inner Shareable memory',Cortex-A9 MPCore,"Under certain timing circumstances, a data or unified cache line maintenance operation by MVA that targets an Inner Shareable memory region might fail to propagate to either the Point of Coherency or to the Point of Unification of the system. As a consequence, the visibility of the updated data might not be guaranteed to either the instruction side, in the case of self-modifying code, or to an external non-coherent agent, such as a DMA engine. ",-,"The erratum requires a Cortex-A9 MPCore configuration with two or more processors, working in SMP mode, with the broadcasting of CP15 maintenance operations enabled. The following scenario shows how the erratum can occur: 1. One CPU performs a data or unified cache line maintenance operation by MVA targeting a memory region which is locally dirty. 2. A second CPU issues a memory request targeting this same memory location within the same time frame. A race condition can occur, resulting in the cache operation not being performed to the specified Point of Unification or Point of Coherence. The erratum affects the following maintenance operations: DCIMVAC: Invalidate data or unified cache line by MVA to PoC DCCMVAC: Clean data or unified cache line by MVA to PoC DCCMVAU: Clean data or unified cache line by MVA to PoU DCCIMVAC: Clean and invalidate data or unified cache line by MVA to PoC. The erratum can occur when the second CPU performs any of the following operations: A read request resulting from any Load instruction; the Load might be a speculative one A write request resulting from any Store instruction A data prefetch resulting from a PLD instruction; the PLD might be a speculative one. ","Because it is uncertain whether execution of the cache maintenance operation propagates to either the Point of Unification or the Point of Coherence, stale data might remain in the data cache and not become visible to other agents that should have gained visibility on it. Note that the data remains coherent on the L1 Data side. Any data read from another processor in the Cortex A9 MPCore cluster, or from the ACP, would see the correct data. In the same way, any write on the same cache line from another processor in the Cortex-A9 MPCore cluster, or from the ACP, does not cause a data corruption resulting from a loss of either data. Consequently, the failure can only impact non-coherent agents in the systems. This can be either the instruction cache of the processor, in the case of self-modifying code, or any non-coherent external agent in the system like a DMA. ","Two workarounds are available for this erratum. The first workaround requires the three following elements to be applied altogether: 1. Set bit[0] in the undocumented SCU Diagnostic Control register located at offset 0x30 from the PERIPHBASE address. Setting this bit disables the migratory bit feature. This forces a dirty cache line to be evicted to the lower memory subsystem, which is both the Point of Coherency and the Point of Unification, when it is being read by another processor. Note that this bit can be written, but is always Read as Zero. 2. Insert a DSB instruction before the cache maintenance operation. Note that, if the cache maintenance operation executes within a loop that performs no other memory operations, ARM recommends only adding a DSB before entering the loop. 3. Ensure there is no false sharing (on a cache line size alignment) for self-modifying code or for data produced for external non-coherent agent such as a DMA engine. For systems which cannot prevent false sharing in these regions, this third step can be replaced by performing the sequence of DSB followed by Cache maintenance operation twice. Note that even when all three components of the workaround are in place, the erratum might still occur. However, this would require some extremely rare and complex timing conditions, so that the probability of reaching the point of failure is extremely low. This, and the fact that the erratum requires an uncommon software scenario, explains why this workaround is likely to be a reliable practical solution for most systems. To ARM's knowledge, no failure has been observed in any system when all three components of this workaround have been implemented. For critical systems that cannot cope with the extremely low failure risks associated with the above workaround, a second workaround is possible which involves changing the mapping of the data being accessed so that it is in a Non-Cacheable area. This ensures that the written data remains uncached. This means it is always visible to non-coherent agents in the system, or to the instruction side in the case of self-modifying code, without any need for cache maintenance operation. "
Cortex A-9,r3,p0,B,0,"A data cache maintenance operation which aborts, followed by an ISB, without any DSB in-between may lead to deadlock ","Cortex-A9, Cortex-A9 MPCore","Under certain micro-architectural circumstances, a data cache maintenance operation which aborts, followed by an ISB, with no DSB occurring between these events, might lead to processor deadlock. ",-,"The erratum requires the following conditions: 1. Some write operations are being handled by the processor, and take a long time to complete. The typical situation is when the write operation (STR, STM, ...) has missed in the L1 Data Cache. 2. No memory barrier (DMB or DSB) is inserted between the write operation and the data cache maintenance operation mentioned in condition 3. 3. A data cache maintenance operation is performed, which aborts because of its MMU settings. 4. No memory barrier (DMB or DSB) is inserted between the data cache maintenance operation in condition 3 and the ISB in condition 5. Any other kind of code can be executed here, starting with the abort exception handler following the aborted cache maintenance operation. 5. An ISB instruction is being executed by the processor. 6. No memory barrier (DMB or DSB) is inserted between the ISB in condition 5 and the read or write operation in condition 7. 7. A read or write operation is executed. With the above conditions, an internal Data Side drain request signal might remain sticky, causing the ISB to wait for the Data Side to be empty, which never happens because the last read or write operation waits for the ISB to complete. ",The erratum can lead to processor deadlock.,A simple workaround for this erratum is to add a DSB at the beginning of the abort exception handler.
Cortex A-9,r3,p0,B,0,"A write to Strongly Ordered memory region, followed by a condition-failed LDREX, might deadlock the processor ","Cortex-A9, Cortex-A9 MPCore","Under certain timing circumstances, a processor might deadlock when the execution of a write to a Strongly Ordered memory region is followed by the speculative execution of a Load-Exclusive or a Store-Exclusive instruction that is mis-speculated. The mis-speculation can be due to either the Load-Exclusive or Store-Exclusive instruction being conditional, and failing its condition code check, or to the Load-Exclusive or Store-Exclusive instruction being speculatively executed in the shadow of a mispredicted branch. ",This erratum affects all configurations of the processor.,"The erratum requires the following conditions: The processor executes a write instruction to a Strongly Ordered memory region. The processor speculatively executes a Load-Exclusive or Store-Exclusive instruction that is either: 1. A conditional instruction 2. An instruction in the shadow of a conditional branch. The Load-Exclusive or Store-Exclusive instruction is cancelled because the speculation was incorrect, because either: 1. The conditional Load-Exclusive or Store-Exclusive instruction failed its condition-code check 2. The conditional branch was mispredicted, so that all subsequent instructions speculatively executed must be flushed, including the Load-Exclusive or Store-Exclusive. The erratum also requires additional timing conditions to be met. These are specific to each platform, and are not controllable by software. These timing conditions includes the fact that the response to the Strongly Ordered write from the external memory system must be received at the same time as the mis-speculation is identified in the processor. ",The erratum causes processor deadlock.,"The recommended workaround is to place a DMB instruction before each Load-Exclusive / Store-Exclusive loop sequence, to ensure that no pending write request can interfere with the execution of the Load-Exclusive or Store-Exclusive instructions. The implementation of this workaround can be restricted to code regions which have access to Strongly Ordered memory. "
Cortex A-9,r3,p0,B,0,A short loop including a DMB instruction might cause a denial of service on another processor which executes a CP15 broadcast operation ,Cortex-A9 MPCore,"A processor which continuously executes a short loop containing a DMB instruction might prevent a CP15 operation broadcast by another processor making further progress, causing a denial of service. ",This erratum affects all Cortex-A9 MPCore processors with two or more processors.,"The erratum requires the following conditions: Two or more processors are working in SMP mode (ACTLR.SMP=1) One of the processors continuously executes a short loop containing at least one DMB instruction. Another processor executes a CP15 maintenance operation that is broadcast. This requires that this processor has enabled the broadcasting of CP15 operations (ACTLR.FW=1) For the erratum to occur, the short loop containing the DMB instruction must meet all of the following additional conditions: No more than 10 instructions other than the DMB are executed between each DMB No non-conditional Load or Store, or conditional Load or Store which pass the condition code check, are executed between each DMB When all the conditions for the erratum are met, the short loop is creating a continuous stream of DMB instructions. This might cause a denial of service, by preventing the processor executing the short loop from executing the received broadcast CP15 operation. As a result, the processor that originally executed the broadcast CP15 operation is stalled until the execution of the loop is interrupted. Note that because the process issuing the CP15 broadcast operation cannot complete operation, it cannot enter any debug-mode, and cannot take any interrupt. If the processor executing the short loop also cannot be interrupted, for example if it has disabled its interrupts, or if no interrupts are routed to this processor, this erratum might cause a system livelock. ","The erratum might create performance issues, or in the worst case it might cause a system livelock if the processor executing the DMB is in an infinite loop that cannot be interrupted. ","This erratum can be worked round by setting bit[4] of the undocumented Diagnostic Control Register to 1. This register is encoded as CP15 c15 0 c0 1. This bit can be written in Secure state only, with the following Read/Modify/Write code sequence: MRC p15,0,rt,c15,c0,1 ORR rt,rt,#0x10 MCR p15,0,rt,c15,c0,1 When it is set, this bit causes the DMB instruction to be decoded and executed like a DSB. Using this software workaround is not expected to have any impact on the overall performance of the processor on a typical code base. Other workarounds are also available for this erratum, to either prevent or interrupt the continuous stream of DMB instructions that causes the deadlock. For example: 2-32 Inserting a non-conditional Load or Store instruction in the loop between each DMB Inserting additional instructions in the loop, such as NOPs, to avoid the processor seeing back to back DMB instructions. Making the processor executing the short loop take regular interrupts. "
Cortex A-9,r3,p0,B,0,Speculative instruction fetches with MMU disabled might not comply with architectural requirements ,"Cortex-A9, Cortex-A9 MPCore","When the MMU is disabled, an ARMv7 processor must follow some architectural rules regarding speculative fetches and the addresses to which these can be initiated. These rules avoid potential read accesses to read-sensitive areas. For more information about these rules see the description of Behavior of instruction fetches when all associated MMUs are disabled in the ARM Architecture Reference Manual, ARMv7-A and ARMv7-R edition. A Cortex-A9 processor usually operates with both the MMU and branch prediction enabled. If the processor operates in this condition for any significant amount of time, the Branch Target Address Cache (BTAC) will contain branch predictions. If the MMU is then disabled, but branch prediction remains enabled, these stale BTAC entries can cause the processor to violate the rules for speculative fetches. ",This erratum affects all configurations of the processor.,"The erratum can occur only if the following sequence of conditions is met: 1. MMU and branch prediction are enabled. 2. Branches are executed. 3. MMU is disabled, and branch prediction remains enabled. ","If the above conditions occur, it is possible that after the MMU is disabled, speculative instruction fetches might occur to read-sensitive locations. ","The recommended workaround is to invalidate all entries in the BTAC, by executing an Invalidate Entire Branch Prediction Array (BPIALL) operation followed by a DSB, before disabling the MMU. Another possible workaround is to disable branch prediction when disabling the MMU, and keep branch prediction disabled until the MMU is re-enabled. "
Cortex A-9,r3,p0,B,0,"A write request to Uncacheable, Shareable normal memory region might be executed twice, possibly causing a software synchronisation issue ","Cortex-A9, Cortex-A9 MPCore","Under certain timing circumstances specific to the Cortex-A9 microarchitecture, a write request to an Uncacheable, Shareable Normal memory region might be executed twice, causing the write request to be sent twice on the AXI bus. This might happen when the write request is followed by another write into the same naturally aligned doubleword memory region, without a DMB between the two writes. The repetition of the write usually has no impact on the overall behaviour of the system, unless the repeated write is used for synchronisation purposes. ",This erratum affects all configurations of the processor.,"The erratum requires the following conditions: 1. A write request is performed to an Uncacheable, Shareable Normal memory region. 2. Another write request is performed into the same naturally doubleword aligned memory region. This second write request must not be performed to the exact same bytes as the first store. A write request to Normal memory region is treated as Uncacheable in the following cases: The write request occurs while the Data Cache is disabled. The write request is targeting a memory region marked as Normal Memory Non-Cacheable or Cacheable Write-Through. The write request is targeting a memory region marked as Normal Memory Cacheable Write-Back and Shareable, and the CPU is in AMP mode. ","This erratum might have implications in a multi-master system where control information is passed between several processing elements in memory using a communication variable, for example a semaphore. In such a system, it is common for communication variables to be claimed using a Load-Exclusive/Store-Exclusive, but for the communication variable to be cleared using a non-Exclusive store. This erratum means that the clearing of such a communication variable might occur twice. This might lead to two masters apparently claiming a communication variable, and therefore might cause data corruption to shared data. A scenario in which this might happen is: MOV r1,#0x40; address is double-word aligned, mapped in ; Normal Non-cacheable Shareable memory Loop:LDREXr5, [r1,#0x0]; read the communication variable CMP r5, #0 ; check if 0 STREXEQ r5, r0, [r1]; attempt to store new value CMPEQ r5, #0; test if store succeeded BNE Loop; retry if not DMB ; ensures that all subsequent accesses are observed when ; gaining of the communication variable has been observed ; loads and stores in the critical region can now be performed MOV r2,#0 MOV r0, #0 DMB ; ensure all previous accesses are observed before the ; communication variable is cleared STR r0, [r1]; clear the communication variable with normal store STR r2, [r1,#0x4] ; previous STR might merge and be sent again, which might ; cause undesired release of the communication variable. This scenario is valid when the communication variable is a byte, a half-word, or a word ","There are several possible workarounds: Add a DMB after clearing a communication variable: STR r0, [r1]; clear the communication variable DMB ; ensure the previous STR is complete Also any IRQ or FIQ handler must execute a DMB at the start to ensure as well the clear of any communication variable is complete. Ensure there is no other data using the same naturally aligned 64-bit memory location as the communication variable: ALIGN 64 communication_variable DCD 0 unused_data DCD 0 LDR r1,= communication_variable ARM UAN 0008D ID032315 Use a Store-Exclusive to clear the communication variable, rather than a non-Exclusive store. "
Cortex A-9,r3,p0,B,0,Updating a translation entry to move a page mapping might erroneously cause an unexpected translation fault ,"Cortex-A9, Cortex-A9 MPCore","Under certain conditions specific to the Cortex-A9 micro-architecture, a write operation that updates a Cacheable translation table entry might cause both the old and the new translation entry to be temporarily invisible to translation table walks, thus erroneously causing a translation fault. ",-,"The erratum requires the following conditions to happen: 1. The processor has its Data Cache and MMU enabled. 2. The TTB registers are set to work on Cacheable descriptors memory regions. 3. The processor is updating an existing Cacheable translation table entry, and this write operation hits in the L1 Data Cache. 4. A hardware translation table walk is attempted. The hardware translation table walk can be due to either an Instruction fetch, or to any other instruction execution that requires an address translation, including any load or store operation. This hardware translation walk must attempt to access the entry being updated in condition 2, and that access must hit in the L1 Data Cache. In practice, this scenario can happen when an OS is changing the mapping of a physical page. The OS might have an existing mapping to a physical page (the old mapping), but wants to move the mapping to a new page (the new mapping). To do this, the OS might: 1. Write a new translation entry, without cancelling the old one. At this point the physical page is accessible using either the old mapping or the new mapping. 2. Execute a DSB instruction followed by an ISB instruction pair, to ensure that the new translation entry is fully visible. 3. Remove the old entry. Because of the erratum, this sequence might fail because it can happen that neither the new mapping, nor the old mapping, is visible after the new entry is written, causing a Translation fault. ",The erratum causes a Translation fault.,"The recommended workaround is to perform a clean and invalidate operation on the cache line that contains the translation entry before updating the entry, to ensure that the write operation misses in the Data Cache. This workaround prevents the micro-architectural conditions for the erratum from happening. Interrupts must be temporarily disabled so that no interrupt can be taken between the maintenance operation and the translation entry update. This avoids the possibility of the interrupt service routine bringing the cache line back in the cache. Another possible workaround is to place the translation table entries in Non-Cacheable memory areas, but this workaround is likely to have a noticeable performance penalty. Note that inserting a DSB instruction immediately after writing the new translation table entry significantly reduces the probability of hitting the erratum, but is not a complete workaround. "
Cortex A-9,r3,p0,B,1,Full cache line writes to the same memory region from at least two processors might deadlock the processor ,Cortex-A9 MPCore,"Under very rare circumstances, full cache line writes from at least two processors on cache lines in hazard with other cache accesses might cause arbitration issues in the SCU, leading to processor deadlock. ","This erratum affects the configurations of the processor with three or more active coherent agents, which is either: Two or more processors if the ACP is present. Three or more processors. ","To trigger the erratum, at least three agents need to be working in SMP mode, and accessing coherent memory regions. Two or more processors need to perform full cache line writes, to cache lines which are in hazard with other access requests in the SCU. The hazard in the SCU happens when another processor, or the ACP, is performing a read of or a write to the same cache line. The following example describes one scenario that might cause this deadlock: CPU0 performs a full cache line write to address A, then a full cache line write to address B CPU1 performs a full cache line write to address B, then a full cache line write to address A CPU2 performs read accesses to addresses A and B Under certain rare timing circumstances, the requests might create a loop of dependencies, causing a processor deadlock. ","When the erratum happens, it leads to system deadlock. It is important to note that any scenario leading to this deadlock situation is uncommon. It requires two processors writing full cache lines to a coherent memory region, without taking any semaphore, with another processor or the ACP accessing the same lines at the same time, meaning that these latter accesses are not deterministic. This, combined with the extremely rare microarchitectural timing conditions under which the defect can happen, explains why the erratum is not expected to cause any significant malfunction in real systems. ","This erratum can be worked round by setting bit[21] of the undocumented Diagnostic Control Register to 1. This register is encoded as CP15 c15 0 c0 1. The bit can be written in Secure state only, with the following Read/Modify/Write code sequence: MRC p15,0,rt,c15,c0,1 ORR rt,rt,#0x200000 MCR p15,0,rt,c15,c0,1 When this bit is set, the direct eviction optimization in the Bus Interface Unit is disabled, which means this erratum cannot occur. Setting this bit might prevent the Cortex-A9 from utilizing the full bandwidth when performing intensive full cache line writes, and therefore a slight performance drop might be visible. In addition, this erratum cannot occur if at least one of the following bits in the Diagnostic Control Register is set to 1: ARM UAN 0008D ID032315 bit [23] - Disable Read-Allocate mode bit [22] - Disable Write Allocate Wait mode "
Cortex A-9,r3,p0,B,1,"Under very rare timing circumstances, transitioning into streaming mode might create a data corruption ",Cortex-A9 MPCore,"Under very rare timing circumstances, a data corruption might occur on a dirty cache line that is evicted from the L1 Data Cache due to another cache line being fully written. ",This erratum affects configurations with either: One processor if the ACP is present Two or more processors ,"The erratum requires the following conditions: The CPU contains a dirty line in its data cache. The CPU performs at least four full cache line writes, one of which causes the eviction of the dirty line. Another CPU, or the ACP, performs a read or write operation on the dirty line. The defect requires very rare timing conditions to reach the point of failure. These timing conditions depend on the CPU micro-architecture and are not controllable in software: The CPU must be in a transitional mode that might be triggered by the detection of the first two full cache line writes. The evicted line must remain stalled in the eviction buffer, which is likely to be caused by congested write traffic. The other coherent agent, either another CPU in the cluster or the ACP, must perform its coherency request on the evicted line while it is in the eviction buffer. ",The erratum might lead to data corruption.,"This erratum can be worked round by setting bit[22] of the undocumented Diagnostic Control Register to 1. This register is encoded as CP15 c15 0 c0 1. The bit can be written in Secure state only, with the following Read/Modify/Write code sequence: MRC p15,0,rt,c15,c0,1 ORR rt,rt,#0x00400000 MCR p15,0,rt,c15,c0,1 When this bit is set, the processor is unable to switch into Read-Allocate (streaming) mode, which means this erratum cannot occur. Setting this bit could possibly result in a visible drop in performance for routines that perform intensive memory accesses, such as memset() or memcpy(). However, the workaround is not expected to create any significant performance degradation in most standard applications. "
Cortex A-9,r3,p0,C,0,ISB is counted in Performance Monitor events 0x0C and 0x0D,"Cortex-A9, Cortex-A9 MPCore","The ISB is implemented as a branch in the Cortex-A9 micro-architecture. This implies that events 0x0C (software change of PC) and 0x0D (immediate branch) are asserted when an ISB occurs, which is not compliant with the ARM Architecture. ",-,-,"The count of events 0x0C and 0x0D are not completely precise when using the Performance Monitor counters, because the ISB is counted together with the real software changes to PC (for 0x0C ) and immediate branches ( 0x0D ). The erratum also causes the corresponding PMUEVENT bits to toggle in case an ISB executes. PMUEVENT[13] relates to event 0x0C PMUEVENT[14] relates to event 0x0D . ","You can count ISB instructions alone with event 0x90 . You can subtract this ISB count from the results you obtained in events 0x0C and 0x0D , to obtain the precise count of software change of PC ( 0x0C ) and immediate branches ( 0x0D ). "
Cortex A-9,r3,p0,C,0,Main ID register alias addresses are not mapped on Debug APB interface,"Cortex-A9, Cortex-A9 MPCore","The ARM Debug Architecture specifies registers 838 and 839 as Alias of the Main ID register. They should be accessible using the APB Debug interface at addresses 0xD18 and 0xD1C . The two alias addresses are not implemented in Cortex-A9. A read access at either of these two addresses returns 0, instead of the MIDR value. Read accesses to these two registers using the internal CP14 interface are trapped to UNDEFINED , which is compliant with the ARM Debug architecture. Therefore the erratum only applies to the alias addresses using the external Debug APB interface. ",-,-,"If the debugger, or any other external agent, tries to read the MIDR register using the alias addresses, it will get a faulty answer ( 0x0 ), which can cause indeterminate errors in the debugger afterwards. ","The workaround for this erratum is to always access the MIDR at its original address, 0xD00 , and not to use its alias address. "
Cortex A-9,r3,p0,C,0,"In debug state, next instruction is stalled when sdabort flag is set, instead of being discarded ","Cortex-A9, Cortex-A9 MPCore","When the processor is in debug state, an instruction written to the ITR after a Load/Store instruction that aborts gets executed on clearing the SDABORT_l, instead of being discarded. ",-,"Debugger has put the extDCCmode bits into Stall mode A previously issued load/store instruction has generated a synchronous Data Abort (for example, an MMU fault) For efficiency, the debugger does not read DBGDSCRext immediately, to see if the load/store has completed and has not aborted, but writes further instructions to the ITR, expecting them to be discarded if a problem occurs The debugger reads the DBGDSCR at the end of the sequence and discovers the load/store aborted The debugger clears the SDABORT_l flag (by writing to the Clear Sticky Aborts bit in DBGDRCR). Under these conditions, the instruction that follows in the ITR might execute instead of being discarded. ","Indeterminate failures can occur because of the instruction being executed when it should not. In most cases, it is unlikely that the failure will cause any significant issue. ","There are a selection of workarounds with increasing complexity and decreasing impact. In each case the impact is a loss of performance when debugging: 1. Do not use stall mode. 2. Do not use stall mode when doing load/store operations. 3. Always check for a sticky abort after issuing a load/store operation in stall mode (the cost of this probably means workaround number 2 is a preferred alternative). 4. Always check for a sticky abort after issuing a load/store operation in stall mode before issuing any further instructions that might corrupt an important target state (such as further load/store instructions, instructions that write to live registers such as VFP, CP15). "
Cortex A-9,r3,p0,C,0,DBGPCSR format is incorrect,"Cortex-A9, Cortex-A9 MPCore","With respect to the DBGPCSR register, the ARM Architecture specifies that: DBGPCSR[31:2] contain the sampled value of bits [31:2] of the PC. The sampled value is an instruction address plus an offset that depends on the processor instruction set state. DBGPCSR[1:0] contain the meaning of PC Sample Value, with the following permitted values: 0b00 ((DBGPCSR[31:2] << 2) 8) references an ARM state instruction 0bx1 ((DBGPCSR[31:1] << 1) 4) references a Thumb or ThumbEE state instruction 0b10 IMPLEMENTATION DEFINED. This field encodes the processor instruction set state, so that the profiling tool can calculate the true instruction address by subtracting the appropriate offset from the value sampled in bits [31:2] of the register. In Cortex-A9, the DBGPCSR samples the target address of executed branches (but possibly still speculative to data aborts), with the following encodings: DBGPCSR[31:2] contain the address of the target branch instruction, with no offset. DBGPCSR[1:0] contains the execution state of the target branch instruction: 0b00 for an ARM state instruction 0b01 for a Thumb state instruction 0b10 for a Jazelle state instruction 0b11 for a ThumbEE state instruction ",-,-,"The implication of this erratum is that the debugger tools must not rely on the architected description for the value of DBGPCSR[1:0], nor remove any offset from DBGPCSR[31:2], to obtain the expected PC value. Subtracting 4 or 8 from the DBGPCSR[31:2] value would lead to an area of code which is unlikely to have been recently executed, or which might not contain any executable code. The same might be true for Thumb instructions at half-word boundaries, in which case PC[1]=1 but DBGPCSR[1]=0, or ThumbEE instructions at word boundaries, with PC[1]=0 and DBGPCSR[1]=1. In Cortex-A9, because the DBGPCSR is always a branch target (= start of a basic block to the tool), the debugger should be able to spot many of these cases and attribute the sample to the right basic block. ","The debugger tools can find the expected PC value and instruction state by reading the DBGPCSR register, and consider it as described in the Description section. "
Cortex A-9,r3,p0,C,0,An imprecise abort might be reported twice on non-cacheable reads,"Cortex-A9, Cortex-A9 MPCore","In the case when two outstanding read memory requests to device or non-cacheable normal memory regions are issued by the Cortex-A9, and the first one receives an imprecise external abort, then the second access might falsely report an imprecise external abort. ",-,The erratum can only happen in systems which can generate imprecise external aborts on device or non-cacheable normal memory regions accesses. ,"When the erratum occurs, a second, spurious imprecise abort might be reported to the core when it should not. In practice, the failure is unlikely to cause any significant issues to the system because imprecise aborts are usually unrecoverable failures. Because the spurious abort can only happen following a first imprecise abort, either the first abort is ignored - and the spurious abort is then ignored too -, or it is acknowledged and probably generates a critical failure in the system, such as a processor reset or whole system reboot. ",There is no practical software workaround for the erratum.
Cortex A-9,r3,p0,C,0,Repeated Store in the same cache line might delay the visibility of the Store,"Cortex-A9, Cortex-A9 MPCore","Since r2p0 revision, the Cortex-A9 implements a small counter which ensures the external visibility of all stores in a finite amount of time, causing an eventual drain of the Merging Store Buffer. This is to avoid erratum #754327, where written data could potentially remain indefinitely in the Store Buffer. This Store Buffer has merging capabilities, and continues to merge data as long as the write accesses are performed in the same cache line. The issue which causes this erratum is that the draining counter resets each time a new data merge is performed. In the case when a code sequence loops, and continues to write data in this same cache line, then the external visibility of the written data might not be ensured. A livelock situation might consequently occur if any external agent is relying on the visibility of the written data, and where the writing processor cannot be interrupted while doing its writing loop. ",-,"The erratum can only happen on Normal Memory regions. The following examples describe scenarios that might trigger the erratum: 1. The processor continues incrementing a counter, writing the same word at the same address. The external agent (possibly another processor) polls on this address, waiting for any update of the counter value to proceed. The Store Buffer continues merging the updated value of the counter in its cache line, so that the external agent never sees any updated value, possibly leading to livelock. 2. The processor writes a value in a given word to indicate completion of its task, then continues writing data in an adjacent word in the same cache line. The external agent continues to poll the first word memory location to check when the processor completes its task. The situation is the same in the first example, because the cache line might remain indefinitely in the merging Store Buffer, creating a possible livelock in the system. ","This erratum might create performance issues, or a worst case livelock scenario, if the external agent relies on the automatic visibility of the written data in a finite amount of time. ","The recommended workaround for this erratum is to insert a DMB operation after the faulty write operation in code sequences that this erratum might affect, to ensure the visibility of the written data to any external agent. "
Cortex A-9,r3,p0,C,0,Sticky Pipeline Advance bit cannot be cleared from debug APB accesses,"Cortex-A9, Cortex-A9 MPCore",The Sticky Pipeline Advance bit is bit[25] of the DBGDSCR register. This bit enables the debugger to detect whether the processor is idle. This bit is set to 1 every time the processor pipeline retires one instruction. A write to DBGDRCR[3] clears this bit. The erratum is that the Cortex-A9 does not implement any debug APB access to DBGDRCR[3]. ,-,-,"Because of the erratum, the external debugger cannot clear the Sticky Pipeline Advance bit in the DBGDSCR. In practice, this makes the Sticky Pipeline Advance bit concept unusable on Cortex-A9 processors. ","There is no practical workaround for this erratum. The only possible way to reset the Sticky Pipeline Advance bit is to assert the nDBGRESET input pin on the processor, which obviously has the side effect to reset all debug resources in the concerned processor, and any other additional Coresight components nDBGRESET connects to. "
Cortex A-9,r3,p0,C,0,Some Unallocated memory hint instructions generate an Undefined Instruction exception instead of being treated as NOP ,"Cortex-A9, Cortex-A9 MPCore","The ARM Architecture specifies that ARM opcodes of the form 11110 100x001 xxxx xxxx xxxx xxxx xxxx are Unallocated memory hint (treat as NOP) if the core supports the MP extensions, as the Cortex-A9 does. The errata is that the Cortex-A9 generates an Undefined Instruction exception when bits [15:12] of the instruction encoding are different from 4'b1111 , instead of treating the instruction as a NOP. ",-,-,"Because of the erratum, an unexpected Undefined Instruction exception might be generated. In practice, this erratum is unlikely to cause any significant issue because such instruction encodings are not supposed to be generated by any compiler, nor used by any handcrafted program. ","The workaround for this erratum is to modify the instruction encoding with bits[15:12]= 4'b1111 , so that the Cortex-A9 treats the instruction properly as a NOP. If it is not possible to modify the instruction encoding as described, the Undefined Instruction exception handler has to cope with this case, and emulate the expected behavior of the instruction, that is, it must do nothing (NOP), before returning to normal program execution. "
Cortex A-9,r3,p0,C,0,MRC and MCR are not counted in event 0x68,"Cortex-A9, Cortex-A9 MPCore","Event 0x68 counts the total number of instructions passing through the register rename pipeline stage. The erratum is that MRC and MCR instructions are not counted in this event. The event is also reported externally on PMUEVENT[9:8], which suffers from the same defect. ",-,-,"The implication of this erratum is that the values of event 0x68 and PMUEVENT[9:8] are imprecise, omitting the number of MCR and MRC instructions. The inaccuracy of the total count depends on the rate of MRC and MCR instructions in the code. ",No workaround is possible to achieve the required functionality of counting precisely how many instructions are passing through the register rename pipeline stage when the code contains some MRC or MCR instructions. 
Cortex A-9,r3,p0,C,0,Read accesses to DBGPRSR and DBGOSLSR may generate an unexpected Undefined Instruction exception ,"Cortex-A9, Cortex-A9 MPCore","CP14 read accesses to the DBGPRSR and DBGOSLSR registers generate an unexpected Undefined Instruction exception when the DBGSWENABLE external pin is set to 0, even when the CP14 accesses are performed from a privileged mode. ",-,-,"Because of the erratum, the DBGPRSR and DBGOSLSR registers are not accessible when DBGSWENABLE=0. This is unlikely to cause any significant issue in Cortex-A9 based systems because these accesses are mainly intended to be used as part of debug over powerdown sequences, and the Cortex-A9 does not support this feature. ",The workaround for this erratum is to temporarily set the DBGSWENABLE bit to 1 so that the DBGPRSR and DBGOSLSR registers can be accessed as expected. There is no other workaround for this erratum. 
